6138	65	50	1.536	0	1.536	0
6139	65	50	1.543	0	1.543	0
6141	65	50	1.539	0	1.539	0
6142	65	50	1.55	0	1.55	0
6144	65	50	1.553	0	1.553	0
6145	65	50	1.537	0	1.537	0
6147	65	50	1.547	0	1.547	0
6148	65	50	1.531	0	1.531	0
6150	65	50	1.542	0	1.542	0
6151	65	50	1.547	0	1.547	0
6153	65	50	1.547	0	1.547	0
6154	65	50	1.539	0	1.539	0
6156	65	50	1.545	0	1.545	0
6157	65	50	1.546	0	1.546	0
6159	65	50	1.539	0	1.539	0
6160	65	50	1.542	0	1.542	0
6162	65	50	1.546	0	1.546	0
6163	65	50	1.54	0	1.54	0
6165	65	50	1.55	0	1.55	0
6166	65	50	1.549	0	1.549	0
6168	65	50	1.548	0	1.548	0
6169	65	50	1.541	0	1.541	0
6171	65	50	1.536	0	1.536	0
6172	65	50	1.548	0	1.548	0
6174	65	50	1.539	0	1.539	0
6175	65	50	1.538	0	1.538	0
6177	65	50	1.537	0	1.537	0
6178	65	50	1.537	0	1.537	0
6180	65	50	1.536	0	1.536	0
6181	65	50	1.545	0	1.545	0
6183	65	50	1.548	0	1.548	0
6184	65	50	1.544	0	1.544	0
6186	65	50	1.533	0	1.533	0
6187	65	50	1.539	0	1.539	0
6189	65	50	1.55	0	1.55	0
6190	65	50	1.536	0	1.536	0
6192	65	50	1.537	0	1.537	0
6193	65	50	1.545	0	1.545	0
6195	65	50	1.544	0	1.544	0
6196	65	50	1.536	0	1.536	0
6198	65	50	1.536	0	1.536	0
6199	65	50	1.542	0	1.542	0
6201	65	50	1.54	0	1.54	0
6202	65	50	1.547	0	1.547	0
6204	65	50	1.545	0	1.545	0
6205	65	50	1.542	0	1.542	0
6207	65	50	1.524	0	1.524	0
6208	65	50	1.546	0	1.546	0
6210	65	50	1.546	0	1.546	0
6211	65	50	1.543	0	1.543	0
6213	65	50	1.538	0	1.538	0
6214	65	50	1.53	0	1.53	0
6216	65	50	1.54	0	1.54	0
6217	65	50	1.526	0	1.526	0
6219	65	50	1.537	0	1.537	0
6220	65	50	1.544	0	1.544	0
6222	65	50	1.54	0	1.54	0
6223	65	50	1.537	0	1.537	0
6225	65	50	1.531	0	1.531	0
6226	65	50	1.549	0	1.549	0
6228	65	50	1.539	0	1.539	0
6229	65	50	1.532	0	1.532	0
6231	65	50	1.548	0	1.548	0
6232	65	50	1.537	0	1.537	0
6234	65	50	1.542	0	1.542	0
6235	65	50	1.553	0	1.553	0
