FrameSeq,X,Y,Distance,Angle,X_dbl,Y_dbl
4048,65,48,1.553000,-0.092039,1.546427,-0.142735
4048,65,48,1.553000,-0.085903,1.547273,-0.133243
4048,65,48,1.553000,-0.079767,1.548062,-0.123747
4048,65,48,1.553000,-0.073631,1.548792,-0.114246
4048,65,48,1.552000,-0.067495,1.548466,-0.104673
4048,65,49,1.544000,-0.061359,1.541094,-0.094679
4048,65,49,1.544000,-0.055223,1.541646,-0.085221
4048,65,49,1.546000,-0.049087,1.544138,-0.075859
4048,65,49,1.546000,-0.042951,1.544574,-0.066382
4048,65,49,1.546000,-0.036815,1.544952,-0.056904
4048,65,49,1.546000,-0.030680,1.545272,-0.047423
4048,65,49,1.546000,-0.024544,1.545534,-0.037941
4048,65,49,1.545000,-0.018408,1.544738,-0.028438
4048,65,49,1.545000,-0.012272,1.544884,-0.018959
4048,65,49,1.545000,-0.006136,1.544971,-0.009480
4048,65,50,1.545000,0.000000,1.545000,0.000000
4048,65,50,1.545000,0.006136,1.544971,0.009480
4048,65,50,1.545000,0.012272,1.544884,0.018960
4048,65,50,1.539000,0.018408,1.538739,0.028328
4048,65,50,1.539000,0.024544,1.538537,0.037769
4048,65,50,1.539000,0.030680,1.538276,0.047209
4048,65,50,1.539000,0.036816,1.537957,0.056646
4048,65,50,1.536000,0.042952,1.534583,0.065953
4048,65,50,1.536000,0.049087,1.534150,0.075368
4048,65,50,1.536000,0.055223,1.533658,0.084780
4048,65,50,1.540000,0.061359,1.537102,0.094434
4048,65,51,1.541000,0.067495,1.537491,0.103931
4048,65,51,1.542000,0.073631,1.537822,0.113437
4048,65,51,1.546000,0.079767,1.541084,0.123189
4048,65,51,1.548000,0.085903,1.542292,0.132814
4048,65,51,1.548000,0.092039,1.541448,0.142275
4048,65,51,1.548000,0.098175,1.540546,0.151731
4048,65,51,1.548000,0.104311,1.539586,0.161180
4048,65,51,1.548000,0.110447,1.538568,0.170624
4048,65,51,1.547000,0.116583,1.536499,0.179945
4048,65,51,1.556000,0.122719,1.544298,0.190471
4048,65,51,1.547000,0.128854,1.534175,0.198787
4048,65,52,1.547000,0.134990,1.532926,0.208196
4048,65,52,1.545000,0.141126,1.529640,0.217317
4048,65,52,1.545000,0.147262,1.528278,0.226699
4048,65,52,1.545000,0.153398,1.526858,0.236072
4048,65,52,1.551000,0.159534,1.531304,0.246389
4048,65,52,1.554000,0.165670,1.532723,0.256275
4048,65,52,1.556000,0.171806,1.533092,0.266017
4048,65,52,1.554000,0.177942,1.529462,0.275065
4048,65,52,1.557000,0.184078,1.530695,0.284993
4048,65,52,1.557000,0.190214,1.528918,0.294380
4048,65,53,1.553000,0.196350,1.523159,0.302975
4048,65,53,1.551000,0.202486,1.519313,0.311913
4048,65,53,1.553000,0.208621,1.519327,0.321644
4048,65,53,1.553000,0.214757,1.517325,0.330960
4048,65,53,1.563000,0.220893,1.525022,0.342455
4048,65,53,1.563000,0.227029,1.522892,0.351806
4048,65,53,1.567000,0.233165,1.524597,0.362068
4048,65,53,1.567000,0.239301,1.522347,0.371416
4048,65,53,1.571000,0.245437,1.523919,0.381722
4048,65,53,1.574000,0.251573,1.524454,0.391812
4048,65,54,1.577000,0.257709,1.524922,0.401923
4048,65,54,1.577000,0.263845,1.522427,0.411272
4048,65,54,1.578000,0.269981,1.520839,0.420873
4048,65,54,1.575000,0.276117,1.515341,0.429379
4048,65,54,1.578000,0.282253,1.515559,0.439504
4048,65,54,1.587000,0.288388,1.521462,0.451355
4048,65,54,1.592000,0.294524,1.523449,0.462133
4048,65,54,1.592000,0.300660,1.520585,0.471472
4048,65,54,1.598000,0.306796,1.523383,0.482606
4048,65,54,1.601000,0.312932,1.523247,0.492867
4048,65,55,1.611000,0.319068,1.529690,0.505341
4049,65,44,1.640000,-0.319068,1.557226,-0.514438
4049,65,44,1.640000,-0.312932,1.560353,-0.504873
4049,65,45,1.639000,-0.306796,1.562469,-0.494988
4049,65,45,1.635000,-0.300660,1.561656,-0.484207
4049,65,45,1.614000,-0.294524,1.544502,-0.468519
4049,65,45,1.612000,-0.288388,1.545430,-0.458465
4049,65,45,1.611000,-0.282252,1.547254,-0.448695
4049,65,45,1.612000,-0.276116,1.550940,-0.439466
4049,65,45,1.611000,-0.269981,1.552643,-0.429674
4049,65,45,1.611000,-0.263845,1.555250,-0.420139
4049,65,45,1.607000,-0.257709,1.553931,-0.409569
4049,65,45,1.607000,-0.251573,1.556415,-0.400027
4049,65,46,1.605000,-0.245437,1.556900,-0.389983
4049,65,46,1.601000,-0.239301,1.555378,-0.379475
4049,65,46,1.600000,-0.233165,1.556704,-0.369693
4049,65,46,1.593000,-0.227029,1.552123,-0.358559
4049,65,46,1.587000,-0.220893,1.548439,-0.347714
4049,65,46,1.586000,-0.214757,1.549567,-0.337993
4049,65,46,1.579000,-0.208621,1.544763,-0.327029
4049,65,46,1.574000,-0.202485,1.541843,-0.316539
4049,65,46,1.579000,-0.196349,1.548660,-0.308048
4049,65,47,1.570000,-0.190214,1.541683,-0.296838
4049,65,47,1.570000,-0.184078,1.543476,-0.287373
4049,65,47,1.571000,-0.177942,1.546194,-0.278074
4049,65,47,1.572000,-0.171806,1.548856,-0.268752
4049,65,47,1.571000,-0.165670,1.549490,-0.259078
4049,65,47,1.571000,-0.159534,1.551051,-0.249566
4049,65,47,1.569000,-0.153398,1.550576,-0.239739
4049,65,47,1.566000,-0.147262,1.549050,-0.229780
4049,65,47,1.566000,-0.141126,1.550431,-0.220271
4049,65,47,1.566000,-0.134990,1.551754,-0.210753
4049,65,47,1.566000,-0.128854,1.553017,-0.201228
4049,65,48,1.567000,-0.122718,1.555215,-0.191817
4049,65,48,1.567000,-0.116582,1.556363,-0.182271
4049,65,48,1.560000,-0.110447,1.550495,-0.171947
4049,65,48,1.549000,-0.104311,1.540581,-0.161284
4049,65,48,1.549000,-0.098175,1.541541,-0.151828
4049,65,48,1.546000,-0.092039,1.539456,-0.142091
4049,65,48,1.546000,-0.085903,1.540299,-0.132643
4049,65,48,1.539000,-0.079767,1.534106,-0.122631
4049,65,48,1.539000,-0.073631,1.534830,-0.113216
4049,65,48,1.539000,-0.067495,1.535496,-0.103796
4049,65,49,1.541000,-0.061359,1.538100,-0.094495
4049,65,49,1.547000,-0.055223,1.544642,-0.085387
4049,65,49,1.547000,-0.049087,1.545137,-0.075908
4049,65,49,1.548000,-0.042951,1.546572,-0.066468
4049,65,49,1.547000,-0.036815,1.545952,-0.056941
4049,65,49,1.547000,-0.030680,1.546272,-0.047454
4049,65,49,1.547000,-0.024544,1.546534,-0.037965
4049,65,49,1.547000,-0.018408,1.546738,-0.028475
4049,65,49,1.544000,-0.012272,1.543884,-0.018947
4049,65,49,1.544000,-0.006136,1.543971,-0.009474
4049,65,50,1.544000,0.000000,1.544000,0.000000
4049,65,50,1.544000,0.006136,1.543971,0.009474
4049,65,50,1.544000,0.012272,1.543884,0.018947
4049,65,50,1.544000,0.018408,1.543738,0.028420
4049,65,50,1.544000,0.024544,1.543535,0.037892
4049,65,50,1.542000,0.030680,1.541274,0.047301
4049,65,50,1.542000,0.036816,1.540955,0.056757
4049,65,50,1.542000,0.042952,1.540578,0.066211
4049,65,50,1.548000,0.049087,1.546135,0.075957
4049,65,50,1.551000,0.055223,1.548636,0.085608
4049,65,50,1.551000,0.061359,1.548081,0.095109
4049,65,51,1.551000,0.067495,1.547468,0.104606
4049,65,51,1.551000,0.073631,1.546797,0.114099
4049,65,51,1.550000,0.079767,1.545071,0.123508
4049,65,51,1.547000,0.085903,1.541296,0.132729
4049,65,51,1.547000,0.092039,1.540452,0.142183
4049,65,51,1.550000,0.098175,1.542536,0.151927
4049,65,51,1.546000,0.104311,1.537597,0.160972
4049,65,51,1.546000,0.110447,1.536580,0.170404
4049,65,51,1.553000,0.116583,1.542458,0.180643
4049,65,51,1.553000,0.122719,1.541321,0.190104
4049,65,51,1.553000,0.128854,1.540125,0.199558
4049,65,52,1.553000,0.134990,1.538872,0.209004
4049,65,52,1.553000,0.141126,1.537560,0.218442
4049,65,52,1.555000,0.147262,1.538169,0.228166
4049,65,52,1.555000,0.153398,1.536740,0.237600
4049,65,52,1.555000,0.159534,1.535254,0.247025
4049,65,52,1.555000,0.165670,1.533709,0.256440
4049,65,52,1.567000,0.171806,1.543930,0.267897
4049,65,52,1.568000,0.177942,1.543241,0.277543
4049,65,52,1.568000,0.184078,1.541509,0.287007
4049,65,52,1.568000,0.190214,1.539719,0.296460
4049,65,53,1.561000,0.196350,1.531006,0.304536
4049,65,53,1.560000,0.202486,1.528129,0.313723
4049,65,53,1.560000,0.208621,1.526175,0.323094
4049,65,53,1.561000,0.214757,1.525141,0.332665
4049,65,53,1.563000,0.220893,1.525022,0.342455
4049,65,53,1.564000,0.227029,1.523867,0.352031
4049,65,53,1.564000,0.233165,1.521678,0.361375
4049,65,53,1.570000,0.239301,1.525261,0.372127
4049,65,53,1.572000,0.245437,1.524889,0.381965
4049,65,53,1.572000,0.251573,1.522517,0.391314
4049,65,54,1.578000,0.257709,1.525889,0.402178
4049,65,54,1.582000,0.263845,1.527254,0.412576
4049,65,54,1.582000,0.269981,1.524694,0.421940
4049,65,54,1.582000,0.276117,1.522076,0.431287
4049,65,54,1.579000,0.282253,1.516520,0.439783
4049,65,54,1.579000,0.288388,1.513793,0.449080
4049,65,54,1.579000,0.294524,1.511009,0.458360
4049,65,54,1.584000,0.300660,1.512944,0.469103
4049,65,54,1.587000,0.306796,1.512897,0.479284
4049,65,54,1.600000,0.312932,1.522296,0.492560
4049,65,55,1.603000,0.319068,1.522094,0.502832
4051,65,44,1.633000,-0.319068,1.550580,-0.512242
4051,65,44,1.633000,-0.312932,1.553693,-0.502718
4051,65,45,1.629000,-0.306796,1.552936,-0.491968
4051,65,45,1.629000,-0.300660,1.555925,-0.482430
4051,65,45,1.621000,-0.294524,1.551200,-0.470551
4051,65,45,1.616000,-0.288388,1.549265,-0.459603
4051,65,45,1.615000,-0.282252,1.551095,-0.449809
4051,65,45,1.615000,-0.276116,1.553826,-0.440283
4051,65,45,1.613000,-0.269981,1.554571,-0.430208
4051,65,45,1.613000,-0.263845,1.557181,-0.420661
4051,65,45,1.607000,-0.257709,1.553931,-0.409569
4051,65,45,1.607000,-0.251573,1.556415,-0.400027
4051,65,46,1.605000,-0.245437,1.556900,-0.389983
4051,65,46,1.604000,-0.239301,1.558292,-0.380186
4051,65,46,1.600000,-0.233165,1.556704,-0.369693
4051,65,46,1.593000,-0.227029,1.552123,-0.358559
4051,65,46,1.588000,-0.220893,1.549415,-0.347933
4051,65,46,1.586000,-0.214757,1.549567,-0.337993
4051,65,46,1.586000,-0.208621,1.551611,-0.328479
4051,65,46,1.584000,-0.202485,1.551639,-0.318550
4051,65,46,1.579000,-0.196349,1.548660,-0.308048
4051,65,47,1.579000,-0.190214,1.550521,-0.298539
4051,65,47,1.575000,-0.184078,1.548391,-0.288288
4051,65,47,1.575000,-0.177942,1.550131,-0.278782
4051,65,47,1.575000,-0.171806,1.551812,-0.269265
4051,65,47,1.574000,-0.165670,1.552449,-0.259573
4051,65,47,1.574000,-0.159534,1.554012,-0.250043
4051,65,47,1.574000,-0.153398,1.555517,-0.240503
4051,65,47,1.570000,-0.147262,1.553007,-0.230367
4051,65,47,1.566000,-0.141126,1.550431,-0.220271
4051,65,47,1.566000,-0.134990,1.551754,-0.210753
4051,65,48,1.555000,-0.128854,1.542109,-0.199814
4051,65,48,1.555000,-0.122718,1.543306,-0.190349
4051,65,48,1.555000,-0.116582,1.544445,-0.180875
4051,65,48,1.550000,-0.110447,1.540556,-0.170844
4051,65,48,1.550000,-0.104311,1.541575,-0.161388
4051,65,48,1.550000,-0.098175,1.542536,-0.151926
4051,65,48,1.550000,-0.092039,1.543439,-0.142459
4051,65,48,1.550000,-0.085903,1.544285,-0.132986
4051,65,48,1.546000,-0.079767,1.541084,-0.123189
4051,65,48,1.546000,-0.073631,1.541811,-0.113731
4051,65,48,1.550000,-0.067495,1.546471,-0.104538
4051,65,49,1.550000,-0.061359,1.547083,-0.095047
4051,65,49,1.551000,-0.055223,1.548636,-0.085608
4051,65,49,1.551000,-0.049087,1.549132,-0.076104
4051,65,49,1.553000,-0.042951,1.551568,-0.066683
4051,65,49,1.551000,-0.036815,1.549949,-0.057088
4051,65,49,1.549000,-0.030680,1.548271,-0.047515
4051,65,49,1.549000,-0.024544,1.548533,-0.038014
4051,65,49,1.549000,-0.018408,1.548738,-0.028512
4051,65,49,1.549000,-0.012272,1.548883,-0.019009
4051,65,49,1.548000,-0.006136,1.547971,-0.009498
4051,65,50,1.546000,0.000000,1.546000,0.000000
4051,65,50,1.543000,0.006136,1.542971,0.009468
4051,65,50,1.546000,0.012272,1.545884,0.018972
4051,65,50,1.546000,0.018408,1.545738,0.028457
4051,65,50,1.543000,0.024544,1.542535,0.037867
4051,65,50,1.543000,0.030680,1.542274,0.047331
4051,65,50,1.546000,0.036816,1.544952,0.056904
4051,65,50,1.546000,0.042952,1.544574,0.066383
4051,65,50,1.550000,0.049087,1.548133,0.076055
4051,65,50,1.550000,0.055223,1.547637,0.085553
4051,65,50,1.550000,0.061359,1.547083,0.095047
4051,65,51,1.551000,0.067495,1.547468,0.104606
4051,65,51,1.550000,0.073631,1.545800,0.114025
4051,65,51,1.545000,0.079767,1.540087,0.123109
4051,65,51,1.550000,0.085903,1.544284,0.132986
4051,65,51,1.546000,0.092039,1.539456,0.142091
4051,65,51,1.546000,0.098175,1.538556,0.151535
4051,65,51,1.547000,0.104311,1.538591,0.161076
4051,65,51,1.547000,0.110447,1.537574,0.170514
4051,65,51,1.546000,0.116583,1.535506,0.179829
4051,65,51,1.546000,0.122719,1.534373,0.189247
4051,65,51,1.546000,0.128854,1.533183,0.198658
4051,65,52,1.546000,0.134990,1.531935,0.208062
4051,65,52,1.546000,0.141126,1.530630,0.217458
4051,65,52,1.548000,0.147262,1.531245,0.227139
4051,65,52,1.553000,0.153398,1.534764,0.237294
4051,65,52,1.553000,0.159534,1.533279,0.246707
4051,65,52,1.557000,0.165670,1.535682,0.256770
4051,65,52,1.557000,0.171806,1.534077,0.266188
4051,65,52,1.557000,0.177942,1.532415,0.275596
4051,65,52,1.557000,0.184078,1.530695,0.284993
4051,65,52,1.557000,0.190214,1.528918,0.294380
4051,65,53,1.559000,0.196350,1.529044,0.304146
4051,65,53,1.565000,0.202486,1.533027,0.314729
4051,65,53,1.569000,0.208621,1.534980,0.324958
4051,65,53,1.570000,0.214757,1.533934,0.334583
4051,65,53,1.571000,0.220893,1.532828,0.344208
4051,65,53,1.572000,0.227029,1.531662,0.353832
4051,65,53,1.572000,0.233165,1.529462,0.363223
4051,65,53,1.571000,0.239301,1.526233,0.372364
4051,65,53,1.571000,0.245437,1.523919,0.381722
4051,65,53,1.572000,0.251573,1.522517,0.391314
4051,65,54,1.572000,0.257709,1.520087,0.400649
4051,65,54,1.572000,0.263845,1.517600,0.409968
4051,65,54,1.575000,0.269981,1.517947,0.420073
4051,65,54,1.577000,0.276117,1.517265,0.429924
4051,65,54,1.580000,0.282253,1.517480,0.440061
4051,65,54,1.587000,0.288388,1.521462,0.451355
4051,65,54,1.591000,0.294524,1.522492,0.461843
4051,65,54,1.592000,0.300660,1.520585,0.471472
4051,65,54,1.593000,0.306796,1.518617,0.481096
4051,65,54,1.593000,0.312932,1.515636,0.490405
4051,65,55,1.594000,0.319068,1.513548,0.500009
4052,65,44,1.641000,-0.319068,1.558176,-0.514752
4052,65,44,1.632000,-0.312932,1.552742,-0.502411
4052,65,45,1.625000,-0.306796,1.549122,-0.490760
4052,65,45,1.624000,-0.300660,1.551149,-0.480949
4052,65,45,1.618000,-0.294524,1.548330,-0.469681
4052,65,45,1.607000,-0.288388,1.540637,-0.457043
4052,65,45,1.607000,-0.282252,1.543412,-0.447581
4052,65,45,1.615000,-0.276116,1.553826,-0.440283
4052,65,45,1.606000,-0.269981,1.547824,-0.428341
4052,65,45,1.606000,-0.263845,1.550423,-0.418835
4052,65,45,1.606000,-0.257709,1.552964,-0.409314
4052,65,46,1.604000,-0.251573,1.553509,-0.399280
4052,65,46,1.591000,-0.245437,1.543320,-0.386581
4052,65,46,1.591000,-0.239301,1.545663,-0.377104
4052,65,46,1.588000,-0.233165,1.545029,-0.366920
4052,65,46,1.588000,-0.227029,1.547251,-0.357433
4052,65,46,1.586000,-0.220893,1.547464,-0.347494
4052,65,46,1.585000,-0.214757,1.548590,-0.337780
4052,65,46,1.585000,-0.208621,1.550633,-0.328271
4052,65,46,1.585000,-0.202485,1.552618,-0.318751
4052,65,46,1.585000,-0.196349,1.554545,-0.309218
4052,65,47,1.583000,-0.190214,1.554449,-0.299296
4052,65,47,1.579000,-0.184078,1.552324,-0.289020
4052,65,47,1.570000,-0.177942,1.545210,-0.277897
4052,65,47,1.570000,-0.171806,1.546886,-0.268410
4052,65,47,1.570000,-0.165670,1.548504,-0.258914
4052,65,47,1.563000,-0.159534,1.543152,-0.248295
4052,65,47,1.570000,-0.153398,1.551564,-0.239892
4052,65,47,1.572000,-0.147262,1.554986,-0.230660
4052,65,47,1.570000,-0.141126,1.554391,-0.220833
4052,65,47,1.567000,-0.134990,1.552744,-0.210888
4052,65,47,1.567000,-0.128854,1.554009,-0.201356
4052,65,48,1.563000,-0.122718,1.551245,-0.191328
4052,65,48,1.559000,-0.116582,1.548417,-0.181341
4052,65,48,1.554000,-0.110447,1.544531,-0.171285
4052,65,48,1.551000,-0.104311,1.542570,-0.161493
4052,65,48,1.551000,-0.098175,1.543532,-0.152024
4052,65,48,1.551000,-0.092039,1.544435,-0.142551
4052,65,48,1.551000,-0.085903,1.545281,-0.133072
4052,65,48,1.550000,-0.079767,1.545071,-0.123508
4052,65,48,1.549000,-0.073631,1.544803,-0.113951
4052,65,48,1.548000,-0.067495,1.544475,-0.104403
4052,65,49,1.548000,-0.061359,1.545087,-0.094924
4052,65,49,1.546000,-0.055223,1.543643,-0.085332
4052,65,49,1.548000,-0.049087,1.546135,-0.075957
4052,65,49,1.546000,-0.042951,1.544574,-0.066382
4052,65,49,1.546000,-0.036815,1.544952,-0.056904
4052,65,49,1.547000,-0.030680,1.546272,-0.047454
4052,65,49,1.547000,-0.024544,1.546534,-0.037965
4052,65,49,1.541000,-0.018408,1.540739,-0.028365
4052,65,49,1.541000,-0.012272,1.540884,-0.018910
4052,65,49,1.541000,-0.006136,1.540971,-0.009455
4052,65,50,1.541000,0.000000,1.541000,0.000000
4052,65,50,1.541000,0.006136,1.540971,0.009455
4052,65,50,1.541000,0.012272,1.540884,0.018911
4052,65,50,1.551000,0.018408,1.550737,0.028549
4052,65,50,1.542000,0.024544,1.541536,0.037843
4052,65,50,1.541000,0.030680,1.540275,0.047270
4052,65,50,1.542000,0.036816,1.540955,0.056757
4052,65,50,1.542000,0.042952,1.540578,0.066211
4052,65,50,1.542000,0.049087,1.540143,0.075662
4052,65,50,1.542000,0.055223,1.539649,0.085111
4052,65,50,1.545000,0.061359,1.542092,0.094741
4052,65,51,1.542000,0.067495,1.538489,0.103999
4052,65,51,1.545000,0.073631,1.540814,0.113657
4052,65,51,1.548000,0.079767,1.543078,0.123349
4052,65,51,1.549000,0.085903,1.543288,0.132900
4052,65,51,1.551000,0.092039,1.544435,0.142551
4052,65,51,1.551000,0.098175,1.543532,0.152025
4052,65,51,1.549000,0.104311,1.540581,0.161285
4052,65,51,1.551000,0.110447,1.541550,0.170955
4052,65,51,1.552000,0.116583,1.541465,0.180527
4052,65,51,1.546000,0.122719,1.534373,0.189247
4052,65,51,1.552000,0.128854,1.539134,0.199429
4052,65,52,1.552000,0.134990,1.537881,0.208869
4052,65,52,1.552000,0.141126,1.536570,0.218302
4052,65,52,1.550000,0.147262,1.533224,0.227432
4052,65,52,1.556000,0.153398,1.537729,0.237753
4052,65,52,1.551000,0.159534,1.531304,0.246389
4052,65,52,1.559000,0.165670,1.537654,0.257100
4052,65,52,1.559000,0.171806,1.536048,0.266530
4052,65,52,1.559000,0.177942,1.534384,0.275950
4052,65,52,1.551000,0.184078,1.524797,0.283895
4052,65,52,1.555000,0.190214,1.526954,0.294002
4052,65,53,1.555000,0.196350,1.525121,0.303366
4052,65,53,1.551000,0.202486,1.519313,0.311913
4052,65,53,1.555000,0.208621,1.521283,0.322058
4052,65,53,1.560000,0.214757,1.524164,0.332452
4052,65,53,1.560000,0.220893,1.522095,0.341798
4052,65,53,1.575000,0.227029,1.534585,0.354507
4052,65,53,1.577000,0.233165,1.534326,0.364379
4052,65,53,1.577000,0.239301,1.532062,0.373786
4052,65,53,1.575000,0.245437,1.527799,0.382694
4052,65,53,1.575000,0.251573,1.525422,0.392061
4052,65,54,1.575000,0.257709,1.522988,0.401414
4052,65,54,1.575000,0.263845,1.520496,0.410751
4052,65,54,1.580000,0.269981,1.522766,0.421406
4052,65,54,1.584000,0.276117,1.524000,0.431832
4052,65,54,1.587000,0.282253,1.524203,0.442011
4052,65,54,1.587000,0.288388,1.521462,0.451355
4052,65,54,1.587000,0.294524,1.518664,0.460682
4052,65,54,1.587000,0.300660,1.515809,0.469992
4052,65,54,1.594000,0.306796,1.519570,0.481398
4052,65,54,1.594000,0.312932,1.516587,0.490712
4052,65,55,1.600000,0.319068,1.519245,0.501891
4054,65,44,1.634000,-0.319068,1.551529,-0.512556
4054,65,44,1.634000,-0.312932,1.554645,-0.503026
4054,65,45,1.633000,-0.306796,1.556749,-0.493176
4054,65,45,1.627000,-0.300660,1.554015,-0.481837
4054,65,45,1.610000,-0.294524,1.540674,-0.467358
4054,65,45,1.610000,-0.288388,1.543513,-0.457896
4054,65,45,1.610000,-0.282252,1.546293,-0.448417
4054,65,45,1.612000,-0.276116,1.550940,-0.439466
4054,65,45,1.612000,-0.269981,1.553607,-0.429941
4054,65,45,1.612000,-0.263845,1.556216,-0.420400
4054,65,45,1.606000,-0.257709,1.552964,-0.409314
4054,65,46,1.604000,-0.251573,1.553509,-0.399280
4054,65,46,1.603000,-0.245437,1.554960,-0.389497
4054,65,46,1.603000,-0.239301,1.557321,-0.379949
4054,65,46,1.595000,-0.233165,1.551839,-0.368538
4054,65,46,1.591000,-0.227029,1.550174,-0.358108
4054,65,46,1.584000,-0.220893,1.545512,-0.347056
4054,65,46,1.591000,-0.214757,1.554452,-0.339058
4054,65,46,1.591000,-0.208621,1.556503,-0.329514
4054,65,46,1.591000,-0.202485,1.558495,-0.319957
4054,65,46,1.584000,-0.196349,1.553564,-0.309023
4054,65,47,1.584000,-0.190214,1.555431,-0.299485
4054,65,47,1.584000,-0.184078,1.557239,-0.289935
4054,65,47,1.584000,-0.177942,1.558989,-0.280375
4054,65,47,1.580000,-0.171806,1.556739,-0.270120
4054,65,47,1.571000,-0.165670,1.549490,-0.259078
4054,65,47,1.569000,-0.159534,1.549076,-0.249248
4054,65,47,1.568000,-0.153398,1.549588,-0.239586
4054,65,47,1.568000,-0.147262,1.551029,-0.230073
4054,65,47,1.567000,-0.141126,1.551421,-0.220411
4054,65,47,1.562000,-0.134990,1.547790,-0.210215
4054,65,47,1.560000,-0.128854,1.547067,-0.200457
4054,65,48,1.560000,-0.122718,1.548268,-0.190961
4054,65,48,1.560000,-0.116582,1.549411,-0.181457
4054,65,48,1.558000,-0.110447,1.548507,-0.171726
4054,65,48,1.547000,-0.104311,1.538591,-0.161076
4054,65,48,1.547000,-0.098175,1.539551,-0.151632
4054,65,48,1.546000,-0.092039,1.539456,-0.142091
4054,65,48,1.545000,-0.085903,1.539303,-0.132557
4054,65,48,1.545000,-0.079767,1.540087,-0.123109
4054,65,48,1.549000,-0.073631,1.544803,-0.113951
4054,65,48,1.549000,-0.067495,1.545473,-0.104471
4054,65,49,1.549000,-0.061359,1.546085,-0.094986
4054,65,49,1.553000,-0.055223,1.550633,-0.085718
4054,65,49,1.553000,-0.049087,1.551129,-0.076202
4054,65,49,1.549000,-0.042951,1.547571,-0.066511
4054,65,49,1.548000,-0.036815,1.546951,-0.056977
4054,65,49,1.548000,-0.030680,1.547272,-0.047485
4054,65,49,1.543000,-0.024544,1.542535,-0.037867
4054,65,49,1.538000,-0.018408,1.537739,-0.028309
4054,65,49,1.538000,-0.012272,1.537884,-0.018874
4054,65,49,1.538000,-0.006136,1.537971,-0.009437
4054,65,50,1.538000,0.000000,1.538000,0.000000
4054,65,50,1.543000,0.006136,1.542971,0.009468
4054,65,50,1.543000,0.012272,1.542884,0.018935
4054,65,50,1.543000,0.018408,1.542739,0.028402
4054,65,50,1.541000,0.024544,1.540536,0.037818
4054,65,50,1.541000,0.030680,1.540275,0.047270
4054,65,50,1.541000,0.036816,1.539956,0.056720
4054,65,50,1.543000,0.042952,1.541577,0.066254
4054,65,50,1.543000,0.049087,1.541141,0.075712
4054,65,50,1.543000,0.055223,1.540648,0.085166
4054,65,50,1.544000,0.061359,1.541094,0.094679
4054,65,51,1.544000,0.067495,1.540484,0.104134
4054,65,51,1.547000,0.073631,1.542808,0.113804
4054,65,51,1.538000,0.079767,1.533110,0.122552
4054,65,51,1.545000,0.085903,1.539303,0.132557
4054,65,51,1.534000,0.092039,1.527507,0.140988
4054,65,51,1.545000,0.098175,1.537560,0.151437
4054,65,51,1.545000,0.104311,1.536602,0.160868
4054,65,51,1.552000,0.110447,1.542544,0.171065
4054,65,51,1.552000,0.116583,1.541465,0.180527
4054,65,51,1.552000,0.122719,1.540328,0.189981
4054,65,51,1.548000,0.128854,1.535167,0.198915
4054,65,52,1.548000,0.134990,1.533917,0.208331
4054,65,52,1.545000,0.141126,1.529640,0.217317
