35534	55	50	0.522	0	0.522	0			
35536	55	50	0.527	0	0.527	0		Mean	0.529545455
35537	55	50	0.533	0	0.533	0		stdev	0.004191731
35539	55	50	0.525	0	0.525	0			
35540	55	50	0.529	0	0.529	0			
35542	55	50	0.534	0	0.534	0			
35543	55	50	0.522	0	0.522	0			
35545	55	50	0.527	0	0.527	0			
35546	55	50	0.525	0	0.525	0			
35548	55	50	0.526	0	0.526	0			
35549	55	50	0.531	0	0.531	0			
35551	55	50	0.533	0	0.533	0			
35552	55	50	0.529	0	0.529	0			
35554	55	50	0.529	0	0.529	0			
35555	55	50	0.52	0	0.52	0			
35557	55	50	0.538	0	0.538	0			
35558	55	50	0.533	0	0.533	0			
35560	55	50	0.53	0	0.53	0			
35561	55	50	0.529	0	0.529	0			
35563	55	50	0.524	0	0.524	0			
35564	55	50	0.526	0	0.526	0			
35566	55	50	0.527	0	0.527	0			
35567	55	50	0.532	0	0.532	0			
35569	55	50	0.528	0	0.528	0			
35570	55	50	0.529	0	0.529	0			
35572	55	50	0.528	0	0.528	0			
35573	55	50	0.528	0	0.528	0			
35575	55	50	0.523	0	0.523	0			
35576	55	50	0.532	0	0.532	0			
35578	55	50	0.528	0	0.528	0			
35579	55	50	0.525	0	0.525	0			
35581	55	50	0.53	0	0.53	0			
35582	55	50	0.53	0	0.53	0			
35584	55	50	0.524	0	0.524	0			
35585	55	50	0.528	0	0.528	0			
35587	55	50	0.526	0	0.526	0			
35588	55	50	0.527	0	0.527	0			
35590	55	50	0.526	0	0.526	0			
35591	55	50	0.532	0	0.532	0			
35593	55	50	0.525	0	0.525	0			
35594	55	50	0.533	0	0.533	0			
35596	55	50	0.522	0	0.522	0			
35597	55	50	0.523	0	0.523	0			
35599	55	50	0.528	0	0.528	0			
35600	55	50	0.532	0	0.532	0			
35602	55	50	0.525	0	0.525	0			
35603	55	50	0.521	0	0.521	0			
35605	55	50	0.528	0	0.528	0			
35606	55	50	0.521	0	0.521	0			
35608	55	50	0.529	0	0.529	0			
35609	55	50	0.53	0	0.53	0			
35611	55	50	0.528	0	0.528	0			
35612	55	50	0.528	0	0.528	0			
35614	55	50	0.531	0	0.531	0			
35615	55	50	0.531	0	0.531	0			
35617	55	50	0.524	0	0.524	0			
35618	55	50	0.53	0	0.53	0			
35620	55	50	0.533	0	0.533	0			
35621	55	50	0.529	0	0.529	0			
35623	55	50	0.535	0	0.535	0			
35624	55	50	0.526	0	0.526	0			
35626	55	50	0.53	0	0.53	0			
35627	55	50	0.524	0	0.524	0			
35628	55	50	0.524	0	0.524	0			
35630	55	50	0.523	0	0.523	0			
35631	55	50	0.533	0	0.533	0			
35632	55	50	0.523	0	0.523	0			
35635	55	50	0.524	0	0.524	0			
35636	55	50	0.52	0	0.52	0			
35638	55	50	0.525	0	0.525	0			
35639	55	50	0.524	0	0.524	0			
35641	55	50	0.528	0	0.528	0			
35642	55	50	0.524	0	0.524	0			
35644	55	50	0.527	0	0.527	0			
35645	55	50	0.517	0	0.517	0			
35647	55	50	0.525	0	0.525	0			
35648	55	50	0.528	0	0.528	0			
35650	55	50	0.523	0	0.523	0			
35651	55	50	0.522	0	0.522	0			
35653	55	50	0.525	0	0.525	0			
35654	55	50	0.529	0	0.529	0			
35656	55	50	0.529	0	0.529	0			
35657	55	50	0.532	0	0.532	0			
35659	55	50	0.535	0	0.535	0			
35660	55	50	0.522	0	0.522	0			
35662	55	50	0.531	0	0.531	0			
35663	55	50	0.527	0	0.527	0			
35665	55	50	0.526	0	0.526	0			
35666	55	50	0.526	0	0.526	0			
35668	55	50	0.527	0	0.527	0			
35669	55	50	0.52	0	0.52	0			
35671	55	50	0.532	0	0.532	0			
35672	55	50	0.525	0	0.525	0			
35674	55	50	0.524	0	0.524	0			
35675	55	50	0.522	0	0.522	0			
35677	55	50	0.527	0	0.527	0			
35678	55	50	0.529	0	0.529	0			
35680	55	50	0.531	0	0.531	0			
35681	55	50	0.529	0	0.529	0			
35683	55	50	0.532	0	0.532	0			
35684	55	50	0.528	0	0.528	0			
35686	55	50	0.529	0	0.529	0			
35687	55	50	0.53	0	0.53	0			
35689	55	50	0.532	0	0.532	0			
35690	55	50	0.523	0	0.523	0			
35692	55	50	0.525	0	0.525	0			
35693	55	50	0.524	0	0.524	0			
35695	55	50	0.53	0	0.53	0			
35696	55	50	0.526	0	0.526	0			
35698	55	50	0.529	0	0.529	0			
35699	55	50	0.527	0	0.527	0			
35701	55	50	0.528	0	0.528	0			
35702	55	50	0.53	0	0.53	0			
35704	55	50	0.528	0	0.528	0			
35705	55	50	0.531	0	0.531	0			
35707	55	50	0.532	0	0.532	0			
35708	55	50	0.528	0	0.528	0			
35710	55	50	0.53	0	0.53	0			
35711	55	50	0.531	0	0.531	0			
35713	55	50	0.53	0	0.53	0			
35714	55	50	0.53	0	0.53	0			
35716	55	50	0.532	0	0.532	0			
35717	55	50	0.526	0	0.526	0			
35719	55	50	0.529	0	0.529	0			
35720	55	50	0.535	0	0.535	0			
35722	55	50	0.527	0	0.527	0			
35723	55	50	0.535	0	0.535	0			
35725	55	50	0.532	0	0.532	0			
35726	55	50	0.53	0	0.53	0			
