4048	65	50	1.545	0	1.545	0						
4049	65	50	1.544	0	1.544	0						
4051	65	50	1.546	0	1.546	0						
4052	65	50	1.541	0	1.541	0			mean	1.543760684		
4054	65	50	1.538	0	1.538	0			stdev	0.005000256		
4055	65	50	1.538	0	1.538	0				1.538760428	1.548760939	487
4057	65	50	1.543	0	1.543	0				1.533760172	1.553761195	664
4058	65	50	1.544	0	1.544	0				1.528759917	1.558761451	698
4060	65	50	1.543	0	1.543	0						
4061	65	50	1.547	0	1.547	0						
4063	65	50	1.541	0	1.541	0						
4064	65	50	1.544	0	1.544	0						
4066	65	50	1.542	0	1.542	0						
4067	65	50	1.54	0	1.54	0						
4069	65	50	1.538	0	1.538	0						
4070	65	50	1.545	0	1.545	0						
4072	65	50	1.538	0	1.538	0						
4073	65	50	1.544	0	1.544	0						
4075	65	50	1.538	0	1.538	0						
4076	65	50	1.543	0	1.543	0						
4078	65	50	1.552	0	1.552	0						
4079	65	50	1.542	0	1.542	0						
4081	65	50	1.54	0	1.54	0						
4082	65	50	1.543	0	1.543	0						
4084	65	50	1.539	0	1.539	0						
4085	65	50	1.542	0	1.542	0						
4087	65	50	1.543	0	1.543	0						
4088	65	50	1.547	0	1.547	0						
4090	65	50	1.537	0	1.537	0						
4091	65	50	1.546	0	1.546	0						
4093	65	50	1.544	0	1.544	0						
4094	65	50	1.541	0	1.541	0						
4096	65	50	1.534	0	1.534	0						
4097	65	50	1.541	0	1.541	0						
4099	65	50	1.54	0	1.54	0						
4100	65	50	1.543	0	1.543	0						
4102	65	50	1.542	0	1.542	0						
4103	65	50	1.553	0	1.553	0						
4105	65	50	1.543	0	1.543	0						
4106	65	50	1.543	0	1.543	0						
4108	65	50	1.538	0	1.538	0						
4109	65	50	1.541	0	1.541	0						
4111	65	50	1.541	0	1.541	0						
4112	65	50	1.53	0	1.53	0						
4114	65	50	1.537	0	1.537	0						
4115	65	50	1.548	0	1.548	0						
4117	65	50	1.545	0	1.545	0						
4118	65	50	1.549	0	1.549	0						
4120	65	50	1.549	0	1.549	0						
4121	65	50	1.537	0	1.537	0						
4123	65	50	1.542	0	1.542	0						
4124	65	50	1.541	0	1.541	0						
4126	65	50	1.536	0	1.536	0						
4127	65	50	1.536	0	1.536	0						
4129	65	50	1.544	0	1.544	0						
4130	65	50	1.544	0	1.544	0						
4132	65	50	1.542	0	1.542	0						
4133	65	50	1.545	0	1.545	0						
4135	65	50	1.544	0	1.544	0						
4136	65	50	1.536	0	1.536	0						
4138	65	50	1.545	0	1.545	0						
4139	65	50	1.544	0	1.544	0						
4141	65	50	1.545	0	1.545	0						
4142	65	50	1.534	0	1.534	0						
4144	65	50	1.543	0	1.543	0						
4145	65	50	1.544	0	1.544	0						
4147	65	50	1.555	0	1.555	0						
4148	65	50	1.542	0	1.542	0						
4150	65	50	1.546	0	1.546	0						
4151	65	50	1.55	0	1.55	0						
4153	65	50	1.54	0	1.54	0						
4154	65	50	1.549	0	1.549	0						
4156	65	50	1.534	0	1.534	0						
4157	65	50	1.546	0	1.546	0						
4159	65	50	1.551	0	1.551	0						
4160	65	50	1.539	0	1.539	0						
4162	65	50	1.542	0	1.542	0						
4163	65	50	1.545	0	1.545	0						
4165	65	50	1.545	0	1.545	0						
4166	65	50	1.547	0	1.547	0						
4168	65	50	1.536	0	1.536	0						
4169	65	50	1.544	0	1.544	0						
4171	65	50	1.552	0	1.552	0						
4172	65	50	1.537	0	1.537	0						
4174	65	50	1.547	0	1.547	0						
4175	65	50	1.545	0	1.545	0						
4177	65	50	1.547	0	1.547	0						
4178	65	50	1.547	0	1.547	0						
4180	65	50	1.544	0	1.544	0						
4181	65	50	1.544	0	1.544	0						
4183	65	50	1.558	0	1.558	0						
4184	65	50	1.542	0	1.542	0						
4186	65	50	1.542	0	1.542	0						
4187	65	50	1.544	0	1.544	0						
4189	65	50	1.549	0	1.549	0						
4190	65	50	1.542	0	1.542	0						
4192	65	50	1.545	0	1.545	0						
4193	65	50	1.549	0	1.549	0						
